EntryNum,VendorNum,Amount,AbsAmount,LogAbsAmt,LeadDigit
156,2001,40.28,40.28,1.605089462,4
157,2001,37.76,37.76,1.577031986,3
158,2001,82.06,82.06,1.914131513,8
159,2001,36.52,36.52,1.562530769,3
160,2001,38.44,38.44,1.584783379,3
161,2001,136.29,136.29,2.134463992,1
162,2001,42.29,42.29,1.626237685,4
163,2001,46.35,46.35,1.666049738,4
164,2001,9027.43,9027.43,3.95556413,9
165,2001,85.11,85.11,1.929980591,8
166,2001,38.62,38.62,1.586812269,3
167,2001,87.83,87.83,1.943642883,8
168,2001,58.77,58.77,1.769155691,5
169,2001,43.93,43.93,1.642761203,4
170,2001,182.82,182.82,2.262023705,1
171,2001,29.22,29.22,1.465680212,2
172,2001,53.59,53.59,1.729083757,5
173,2001,55.05,55.05,1.740757323,5
174,2001,37.57,37.57,1.574841195,3
175,2001,59.22,59.22,1.772468403,5
176,2001,43.04,43.04,1.633872263,4
177,2001,55.93,55.93,1.747644819,5
178,2001,52.75,52.75,1.722222464,5
179,2001,50.27,50.27,1.701308885,5
180,2001,65.76,65.76,1.817961805,6
181,2001,122.55,122.55,2.088313316,1
182,2001,92.9,92.9,1.968015714,9
183,2001,85091.91,85091.91,4.929888272,8
184,2001,38.18,38.18,1.581835924,3
185,2001,30.23,30.23,1.480438147,3
186,2001,82.83,82.83,1.918187661,8
187,2001,33.53,33.53,1.525433553,3
188,2001,40.55,40.55,1.607990859,4
189,2001,64.2,64.2,1.807535028,6
190,2001,37.57,37.57,1.574841195,3
191,2001,61.31,61.31,1.787531316,6
192,2001,25.75,25.75,1.410777233,2
193,2001,37.26,37.26,1.571242851,3
194,2001,36.9,36.9,1.567026366,3
195,2001,33.21,33.21,1.521268876,3
196,2001,45.24,45.24,1.655522596,4
197,2001,58.63,58.63,1.768119894,5
198,2001,139.61,139.61,2.144916527,1
199,2001,42.91,42.91,1.632558515,4
200,2001,105.03,105.03,2.021313365,1
201,2001,76.07,76.07,1.881213416,7
202,2001,53.41,53.41,1.727622578,5
203,2001,32.91,32.91,1.517327882,3
204,2001,68.25,68.25,1.834102656,6
205,2001,48.12,48.12,1.682325619,4
206,2001,36.58,36.58,1.563243701,3
207,2001,29.52,29.52,1.470116353,2
208,2001,51.11,51.11,1.708505881,5
209,2001,37.31,37.31,1.571825249,3
210,2001,20824.92,20824.92,4.318583342,2
211,2001,420.66,420.66,2.623931217,4
212,2001,19.12,19.12,1.281487888,1
213,2001,10832.8,10832.8,4.034740725,1
214,2001,11519.89,11519.89,4.061448332,1
215,2001,11895.65,11895.65,4.075388178,1
216,2001,311.07,311.07,2.492858129,3
217,2001,144.77,144.77,2.160678574,1
218,2001,8406.94,8406.94,3.924637948,8
219,2001,4966.33,4966.33,3.696035574,4
220,2001,16049.54,16049.54,4.205462589,1
221,2001,16768.12,16768.12,4.224484373,1
222,2001,6546.47,6546.47,3.816007182,6
223,2001,12872.48,12872.48,4.109662226,1
224,2001,3.94,3.94,0.595496222,3
225,2001,15138.6,15138.6,4.180085714,1
226,2001,3483.28,3483.28,3.541988386,3
227,2001,8536.84,8536.84,3.931297142,8
228,2001,8697.58,8697.58,3.939398432,8
229,2001,155.8,155.8,2.192567453,1
230,2001,13839.47,13839.47,4.141119459,1
231,2001,1899.69,1899.69,3.278682737,1
232,2001,13574.25,13574.25,4.132715843,1
233,2001,17601.53,17601.53,4.24555042,1
234,2001,11529.28,11529.28,4.061802187,1
235,2001,14254.19,14254.19,4.153942543,1
236,2001,14272.03,14272.03,4.15448575,1
237,2001,13122.7,13122.7,4.1180232,1
238,2001,5569.7,5569.7,3.745831803,5
239,2001,11348.96,11348.96,4.054956065,1
240,2001,13799.03,13799.03,4.139848559,1
241,2001,88.99,88.99,1.949341207,8
242,2001,8317.56,8317.56,3.919995942,8
243,2001,512.73,512.73,2.709888729,5
244,2001,726.07,726.07,2.860978493,7
245,2001,18068.73,18068.73,4.256927628,1
246,2001,12896.58,12896.58,4.110474556,1
247,2001,11999.26,11999.26,4.079154464,1
248,2001,5170.57,5170.57,3.713538422,5
249,2001,9251.32,9251.32,3.966203703,9
250,2001,16871.6,16871.6,4.22715627,1
251,2001,12419.87,12419.87,4.09411705,1
252,2001,7749.34,7749.34,3.889264716,7
253,2001,10810.34,10810.34,4.033839353,1
254,2001,7605.02,7605.02,3.881100361,7
255,2001,233.33,233.33,2.367970581,2
256,2001,1235.81,1235.81,3.091951705,1
257,2001,536.04,536.04,2.729197199,5
258,2001,8277.77,8277.77,3.917913355,8
259,2001,9640.08,9640.08,3.984080638,9
260,2001,17591.62,17591.62,4.245305835,1
261,2001,705.17,705.17,2.848293828,7
262,2001,11185.38,11185.38,4.048650743,1
263,2001,76.98,76.98,1.886377907,7
264,2001,10727.74,10727.74,4.030508239,1
265,2001,26062.42,26062.42,4.416014739,2
266,2001,4247.08,4247.08,3.628090442,4
267,2001,459.6,459.6,2.66238002,4
268,2001,3151.62,3151.62,3.498533848,3
269,2001,15731.69,15731.69,4.19677538,1
270,2001,8589.76,8589.76,3.93398103,8
271,2001,9748.29,9748.29,3.98892844,9
272,2001,3288.03,3288.03,3.516935771,3
273,2001,69.88,69.88,1.844352896,6
274,2001,9008.24,9008.24,3.954639948,9
275,2001,18949.24,18949.24,4.277591796,1
276,2001,17516.7,17516.7,4.243452292,1
277,2001,9484.81,9484.81,3.977028636,9
278,2001,108.93,108.93,2.037147504,1
279,2001,7996.37,7996.37,3.902892881,7
280,2001,582.87,582.87,2.765571703,5
281,2001,4043.84,4043.84,3.606793964,4
282,2001,1892.95,1892.95,3.277139143,1
283,2001,6319.83,6319.83,3.800705396,6
284,2001,24487.89,24487.89,4.388951366,2
285,2001,10678.36,10678.36,4.028504558,1
286,2001,7986.49,7986.49,3.902355952,7
287,2001,15645.88,15645.88,4.194399995,1
288,2001,11543.2,11543.2,4.06232622,1
289,2001,9.33,9.33,0.969881644,9
290,2001,18863.95,18863.95,4.275632637,1
291,2001,9073.16,9073.16,3.957758569,9
292,2001,7570.4,7570.4,3.879118827,7
293,2001,436.67,436.67,2.640153356,4
294,2001,9848.98,9848.98,3.993391256,9
295,2001,4519.03,4519.03,3.655045224,4
296,2001,8074.16,8074.16,3.907097351,8
297,2001,150.3,150.3,2.176958981,1
298,2001,283969.14,283969.14,5.453271146,2
299,2001,5953.96,5953.96,3.774805913,5
300,2001,7196.17,7196.17,3.857101414,7
301,2001,27248.93,27248.93,4.435349453,2
302,2001,6969.25,6969.25,3.843186044,6
303,2001,10267.34,10267.34,4.011457944,1
304,2001,15590.19,15590.19,4.192851408,1
305,2001,6750.28,6750.28,3.829321788,6
306,2001,7272.4,7272.4,3.861677758,7
307,2001,11826.06,11826.06,4.072840078,1
308,2001,15290.43,15290.43,4.184419699,1
309,2001,13423.81,13423.81,4.127875797,1
310,2001,10964.91,10964.91,4.040005071,1
311,2001,8895.5,8895.5,3.949170364,8
312,2001,7088.6,7088.6,3.85056047,7
313,2001,9747.9,9747.9,3.988911065,9
314,2001,102.92,102.92,2.012499778,1
315,2001,11856.38,11856.38,4.07395211,1
316,2001,11974.43,11974.43,4.07825485,1
317,2001,8752.21,8752.21,3.94211773,8
318,2001,8681.86,8681.86,3.938612778,8
319,2001,12204.24,12204.24,4.08651074,1
320,2001,665.65,665.65,2.823245936,6
321,2001,2378.89,2378.89,3.376374361,2
322,2001,4449.46,4449.46,3.648307307,4
323,2001,3874.37,3874.37,3.588201093,3
324,2001,6397.25,6397.25,3.805993323,6
325,2001,6251.18,6251.18,3.795962004,6
326,2001,13504.61,13504.61,4.130482047,1
327,2001,5340.76,5340.76,3.727603062,5
328,2001,14153.07,14153.07,4.150850655,1
329,2001,17041.69,17041.69,4.231512661,1
330,2001,6710.74,6710.74,3.826770413,6
331,2001,9509.52,9509.52,3.978158596,9
332,2001,9538,9538,3.979457318,9
333,2001,680.04,680.04,2.832534459,6
334,2001,8090.03,8090.03,3.907950132,8
335,2001,11851.19,11851.19,4.073761961,1
336,2001,8367.63,8367.63,3.922602468,8
337,2001,8019.67,8019.67,3.904156498,8
338,2001,52.28,52.28,1.718335579,5
339,2001,3348.51,3348.51,3.5248516,3
340,2001,213.23,213.23,2.328848307,2
341,2001,7408.26,7408.26,3.869716216,7
342,2001,500.07,500.07,2.699030801,5
343,2001,21386.98,21386.98,4.330149463,2
344,2001,7538.5,7538.5,3.877284939,7
345,2001,9671.13,9671.13,3.985477221,9
346,2001,8066.84,8066.84,3.906703443,8
347,2001,651.28,651.28,2.813767742,6
348,2001,10203.4,10203.4,4.008744912,1
349,2001,10904.29,10904.29,4.037597393,1
350,2001,10611.28,10611.28,4.025767774,1
351,2001,65.47,65.47,1.816042341,6
352,2001,4321.17,4321.17,3.635601352,4
353,2001,491.79,491.79,2.691779694,4
354,2001,2932.82,2932.82,3.467285409,2
355,2001,12028.16,12028.16,4.080199197,1
356,2001,13612.14,13612.14,4.133926407,1
357,2001,7839.87,7839.87,3.894308861,7
358,2001,7217.98,7217.98,3.858415674,7
359,2001,11279.82,11279.82,4.052302169,1
360,2001,9073.97,9073.97,3.957797339,9
361,2001,18702.61,18702.61,4.271902218,1
362,2001,3829.79,3829.79,3.583174961,3
363,2001,21295.54,21295.54,4.328288657,2
364,2001,9847.34,9847.34,3.993318933,9
365,2001,8450.9,8450.9,3.926902963,8
366,2001,1892.03,1892.03,3.276928018,1
367,2001,4201.24,4201.24,3.623377492,4
368,2001,591.39,591.39,2.771873977,5
369,2001,14510.55,14510.55,4.161683874,1
370,2001,11486.26,11486.26,4.060178643,1
371,2001,8041.49,8041.49,3.905336526,8
372,2001,6353.95,6353.95,3.803043793,6
373,2001,8317.78,8317.78,3.920007429,8
374,2001,8594.47,8594.47,3.9342191,8
375,2001,60648.75,60648.75,4.782821854,6
376,2001,3877.43,3877.43,3.588543966,3
377,2001,8742.69,8742.69,3.941645079,8
378,2001,15890.33,15890.33,4.201132916,1
379,2001,10289.05,10289.05,4.012375278,1
380,2001,10973.15,10973.15,4.040331316,1
381,2001,8253.09,8253.09,3.916616581,8
382,2001,8233.34,8233.34,3.91557605,8
383,2001,7910.76,7910.76,3.898218209,7
384,2001,16670.17,16670.17,4.221940029,1
385,2001,13134.93,13134.93,4.118427763,1
386,2001,16967.15,16967.15,4.229608899,1
387,2001,8354.33,8354.33,3.921911626,8
388,2001,18776.57,18776.57,4.273616261,1
389,2001,4773.66,4773.66,3.678851484,4
390,2001,8087.25,8087.25,3.907800869,8
391,2001,8774.37,8774.37,3.943215944,8
392,2001,7910.57,7910.57,3.898207778,7
393,2001,158.6,158.6,2.200303183,1
394,2001,6616.53,6616.53,3.820630286,6
395,2001,10464.15,10464.15,4.019703956,1
396,2001,13449.54,13449.54,4.128707431,1
397,2001,12071.38,12071.38,4.081756921,1
398,2001,463.66,463.66,2.666199631,4
399,2001,1148.04,1148.04,3.05995702,1
400,2001,10252.01,10252.01,4.010809021,1
401,2001,17132.48,17132.48,4.233820234,1
402,2001,1348.57,1348.57,3.129873494,1
403,2001,8265.47,8265.47,3.917267554,8
404,2001,13798.92,13798.92,4.139845097,1
405,2001,7987.7,7987.7,3.902421745,7
406,2001,6665.57,6665.57,3.823837294,6
407,2001,6717.31,6717.31,3.827195391,6
408,2001,4732.98,4732.98,3.675134669,4
409,2001,8925.59,8925.59,3.950636933,8
410,2001,8327.23,8327.23,3.92050056,8
411,2001,6128,6128,3.787318757,6
412,2001,9481.86,9481.86,3.976893539,9
413,2001,6235.75,6235.75,3.794888695,6
414,2001,4948.02,4948.02,3.694431446,4
415,2001,46.19,46.19,1.664547962,4
416,2001,3141.4,3141.4,3.497123239,3
417,2001,11400.72,11400.72,4.05693228,1
418,2001,4119.16,4119.16,3.614808662,4
419,2001,16924.21,16924.21,4.228508406,1
420,2001,9494.45,9494.45,3.977469812,9
421,2001,9684.98,9684.98,3.986098728,9
422,2001,7775.23,7775.23,3.890713245,7
423,2001,8370.87,8370.87,3.922770597,8
424,2001,63.93,63.93,1.805704704,6
425,2001,9762,9762,3.989538803,9
426,2001,4107.55,4107.55,3.613582859,4
427,2001,466.22,466.22,2.6685909,4
428,2001,2840.27,2840.27,3.453359627,2
429,2001,7173.53,7173.53,3.855732919,7
430,2001,221.26,221.26,2.344902908,2
431,2001,9666.32,9666.32,3.985261168,9
432,2001,7834.29,7834.29,3.893999644,7
433,2001,9197.51,9197.51,3.963670269,9
434,2001,679.49,679.49,2.83218307,6
435,2001,10539.68,10539.68,4.022827425,1
436,2001,11698.77,11698.77,4.068140203,1
437,2001,12908.49,12908.49,4.110875443,1
438,2001,34658.78,34658.78,4.539813271,3
439,2001,8837.28,8837.28,3.946318615,8
440,2001,14978.22,14978.22,4.175460205,1
441,2001,518.06,518.06,2.714380061,5
442,2001,11158.06,11158.06,4.047588692,1
443,2001,518.55,518.55,2.714790639,5
444,2001,8096.25,8096.25,3.90828391,8
445,2001,591.56,591.56,2.7719988,5
446,2001,2037.02,2037.02,3.308995293,2
447,2001,4484.94,4484.94,3.651756637,4
448,2001,12989.13,12989.13,4.113580063,1
449,2001,492.43,492.43,2.692344503,4
450,2001,8385.59,8385.59,3.923533624,8
451,2001,6148.33,6148.33,3.788757169,6
452,2001,8621.75,8621.75,3.935595426,8
453,2001,7967.16,7967.16,3.901303539,7
454,2001,32089.92,32089.92,4.506368634,3
455,2001,17704.42,17704.42,4.248081704,1
456,2001,8291.58,8291.58,3.918637295,8
457,2001,3902.97,3902.97,3.591395213,3
458,2001,8572.72,8572.72,3.933118639,8
459,2001,8164.3,8164.3,3.911918955,8
460,2001,6746.7,6746.7,3.829091399,6
461,2001,10603,10603,4.025428761,1
462,2001,47.73,47.73,1.678791434,4
463,2001,112.75,112.75,2.052116551,1
464,2001,13816.51,13816.51,4.140398356,1
465,2001,8683.85,8683.85,3.938712313,8
466,2001,16122.41,16122.41,4.207429961,1
467,2001,7867.02,7867.02,3.895810254,7
468,2001,8156.14,8156.14,3.911484672,8
469,2001,17871.5,17871.5,4.252161005,1
470,2001,4562.88,4562.88,3.659239047,4
471,2001,55589.32,55589.32,4.744991362,5
472,2001,820.58,820.58,2.914120928,8
473,2001,3877.35,3877.35,3.588535006,3
474,2001,2006.93,2006.93,3.302532225,2
475,2001,14155.39,14155.39,4.150921839,1
476,2001,6685.38,6685.38,3.825126098,6
477,2001,13208.45,13208.45,4.120851857,1
478,2001,7448.29,7448.29,3.872056578,7
479,2001,12333.03,12333.03,4.091069788,1
480,2001,401.9,401.9,2.604118006,4
481,2001,6255,6255,3.796227314,6
482,2001,16082.36,16082.36,4.206349779,1
483,2001,6521.71,6521.71,3.814361483,6
484,2001,2029.65,2029.65,3.307421153,2
485,2001,13917.02,13917.02,4.143546251,1
486,2001,13916.79,13916.79,4.143539074,1
487,2001,15158.46,15158.46,4.180655082,1
488,2001,12784.18,12784.18,4.106672877,1
489,2001,9441.89,9441.89,3.975058937,9
490,2001,494.79,494.79,2.694420914,4
491,2001,751.27,751.27,2.875796047,7
492,2001,3884.74,3884.74,3.589361957,3
493,2001,12127.38,12127.38,4.083766986,1
494,2001,100.12,100.12,2.000520841,1
495,2001,3573.96,3573.96,3.553149688,3
496,2001,7335.87,7335.87,3.865451627,7
497,2001,14840.75,14840.75,4.171455849,1
498,2001,6713.25,6713.25,3.826932821,6
499,2001,6468.02,6468.02,3.810771354,6
500,2001,9868.59,9868.59,3.994255106,9
501,2001,54.99,54.99,1.74028372,5
502,2001,3220.15,3220.15,3.507876102,3
503,2001,54.99,54.99,1.74028372,5
504,2001,9707.86,9707.86,3.987123505,9
505,2001,4068.84,4068.84,3.609470612,4
506,2001,5833.8,5833.8,3.765951536,5
507,2001,3574.25,3574.25,3.553184926,3
508,2001,14817.68,14817.68,4.170780212,1
509,2001,15029.16,15029.16,4.176934708,1
510,2001,11436.89,11436.89,4.058307944,1
511,2001,7673.14,7673.14,3.884973122,7
512,2001,7222.24,7222.24,3.858671916,7
513,2001,8016.9,8016.9,3.904006466,8
514,2001,1988.84,1988.84,3.298599846,1
515,2001,9489.66,9489.66,3.977250653,9
516,2001,5112.87,5112.87,3.70866475,5
517,2001,7158.04,7158.04,3.854794121,7
518,2001,8196.69,8196.69,3.91363851,8
519,2001,77.05,77.05,1.886772643,7
520,2001,9491.18,9491.18,3.97732021,9
521,2001,4054.45,4054.45,3.607931949,4
522,2001,456.26,456.26,2.659212396,4
523,2001,2850.18,2850.18,3.454872288,2
524,2001,7252.53,7252.53,3.860489534,7
525,2001,227.79,227.79,2.357534655,2
526,2001,10041.72,10041.72,4.001808107,1
527,2001,8136.83,8136.83,3.910455243,8
528,2001,9570.8,9570.8,3.980948241,9
529,2001,532.69,532.69,2.726474544,5
530,2001,9947.15,9947.15,3.997698667,9
531,2001,10464.57,10464.57,4.019721387,1
532,2001,13148.74,13148.74,4.118884138,1
533,2001,14806.42,14806.42,4.170450064,1
534,2001,9745.43,9745.43,3.988801006,9
535,2001,561.2,561.2,2.749117662,5
536,2001,8515.75,8515.75,3.930222903,8
537,2001,2041.5,2041.5,3.309949384,2
538,2001,592.88,592.88,2.7729668,5
539,2001,8181.4,8181.4,3.912827626,8
540,2001,31449.75,31449.75,4.497617198,3
541,2001,13963.45,13963.45,4.144992734,1
542,2001,6428.2,6428.2,3.80808938,6
543,2001,6547.65,6547.65,3.816085456,6
544,2001,8729.45,8729.45,3.940986882,8
545,2001,4213.49,4213.49,3.624641968,4
546,2001,8507.62,8507.62,3.929808084,8
547,2001,17331.45,17331.45,4.238834899,1
548,2001,7988.17,7988.17,3.902447299,7
549,2001,27530.19,27530.19,4.439809209,2
550,2001,7079.4,7079.4,3.849996452,7
551,2001,7437.86,7437.86,3.871448,7
552,2001,6886.28,6886.28,3.837984677,6
553,2001,11406.59,11406.59,4.057155831,1
554,2001,33336.73,33336.73,4.522922998,3
555,2001,25.75,25.75,1.410777233,2
556,2001,13131.08,13131.08,4.118300447,1
557,2001,5427.77,5427.77,3.734621436,5
558,2001,17530.74,17530.74,4.243800249,1
559,2001,50006.06,50006.06,4.699022638,5
560,2001,7619.28,7619.28,3.881913934,7
561,2001,184.63,184.63,2.26630227,1
562,2001,124.23,124.23,2.094226485,1
563,2001,462.73,462.73,2.665327657,4
564,2001,141.65,141.65,2.151216579,1
565,2001,54.18,54.18,1.733839001,5
566,2001,1135.43,1135.43,3.055160365,1
567,2001,5394.03,5394.03,3.731913358,5
568,2001,4706.15,4706.15,3.672665765,4
569,2001,19455.46,19455.46,4.289041504,1
570,2001,282.28,282.28,2.450680109,2
571,2001,9441.55,9441.55,3.975043297,9
572,2001,73.42,73.42,1.86581438,7
573,2001,6435.9,6435.9,3.808609287,6
574,2001,7570.54,7570.54,3.879126858,7
575,2001,3818.84,3818.84,3.581931463,3
576,2001,1713.2,1713.2,3.233808066,1
577,2001,15212.45,15212.45,4.182199164,1
578,2001,13621.29,13621.29,4.134218239,1
579,2001,1712.7,1712.7,3.233681298,1
580,2001,5114.1,5114.1,3.708769216,5
581,2001,6296.99,6296.99,3.799133004,6
582,2001,6365.99,6365.99,3.803865952,6
583,2001,3216.53,3216.53,3.507387606,3
584,2001,2173.08,2173.08,3.337075715,2
585,2001,6277.46,6277.46,3.797783954,6
586,2001,8494.12,8494.12,3.929118392,8
587,2001,17774.09,17774.09,4.249787375,1
588,2001,12389.79,12389.79,4.093063945,1
589,2001,3754.03,3754.03,3.574497739,3
590,2001,5412.05,5412.05,3.7333618,5
591,2001,67.89,67.89,1.831805809,6
592,2001,83.17,83.17,1.919966701,8
593,2001,585.69,585.69,2.767667809,5
594,2001,644.25,644.25,2.809054427,6
595,2001,12692.66,12692.66,4.103552647,1
596,2001,11976.17,11976.17,4.078317952,1
597,2001,15870.4,15870.4,4.200587873,1
598,2001,6570.8,6570.8,3.817618248,6
599,2001,14856.92,14856.92,4.171928785,1
600,2001,8285.59,8285.59,3.918323439,8
601,2001,6982.19,6982.19,3.843991663,6
602,2001,5901.82,5901.82,3.77098596,5
603,2001,8408.75,8408.75,3.924731441,8
604,2001,8401.22,8401.22,3.924342358,8
605,2001,87.21,87.21,1.940566286,8
606,2001,9501.73,9501.73,3.977802685,9
607,2001,4076.68,4076.68,3.610306623,4
608,2001,625.27,625.27,2.796067592,6
609,2001,3336.94,3336.94,3.523348398,3
610,2001,7342.42,7342.42,3.865839223,7
611,2001,223.73,223.73,2.349724223,2
612,2001,11488.17,11488.17,4.060250854,1
613,2001,7955.37,7955.37,3.900660383,7
614,2001,9420.05,9420.05,3.974053208,9
615,2001,474.98,474.98,2.676675323,4
616,2001,10124.41,10124.41,4.005369724,1
617,2001,11406.36,11406.36,4.057147074,1
618,2001,13535.72,13535.72,4.131481362,1
619,2001,15830.34,15830.34,4.199490243,1
620,2001,10059.54,10059.54,4.002578122,1
621,2001,503.96,503.96,2.702396067,5
622,2001,2241.83,2241.83,3.350602677,2
623,2001,6982.19,6982.19,3.843991663,6
624,2001,1972.53,1972.53,3.295023617,1
625,2001,585.48,585.48,2.767512064,5
626,2001,7843.09,7843.09,3.894487199,7
627,2001,28155.35,28155.35,4.44956093,2
628,2001,557.5,557.5,2.746244872,5
629,2001,4469.17,4469.17,3.650226875,4
630,2001,7843.99,7843.99,3.894537031,7
